,season_year,season_type,gamekey,game_date,week,playid,game_clock,yardline,quarter,play_type,poss_team,home_team_visit_team,score_home_visiting,playdescription,No Play,PENALTY,declined,Offensive Holding,Defensive 12 On-field,Illegal Block Above the Waist,Fair Catch Interference,Running Into the Kicker,Unnecessary Roughness,Illegal Touch Kick,Illegal Use of Hands,False Start,Out of Bounds on Punt,Horse Collar Tackle,Face Mask,Ineligible Downfield Kick,Illegal Substitution,Illegal Formation,Delay of Game,Illegal Blindside Block,Neutral Zone Infraction,Tripping,Defensive Holding,Roughing the Kicker,Unsportsmanlike Conduct,Defensive Offside,Interference with Opportunity to Catch,Illegal Motion,Chop Block,Clipping,Invalid Fair Catch Signal,Illegal Shift,Offensive 12 On-field,Taunting,Offensive Pass Interference,Disqualification,Defensive Pass Interference,REVERSED,out of bounds,Touchback,fair catch,MUFF,downed,BLOCKED,TOUCHDOWN,no gain,FUMBLES,pass incomplete,Returned,returned for,return_yards,risk_factor,Season_Year,GameKey,PlayID,PlayUnique,GL,GLi,GLo,GR,GRi,GRo,P,PC,PDL1,PDL2,PDL3,PDL4,PDL5,PDL6,PDM,PDR1,PDR2,PDR3,PDR4,PDR5,PDR6,PFB,PLG,PLL,PLL1,PLL2,PLL3,PLM,PLM1,PLR,PLR1,PLR2,PLR3,PLS,PLT,PLW,PPL,PPLi,PPLo,PPR,PPRi,PPRo,PR,PRG,PRT,PRW,VL,VLi,VLo,VR,VRi,VRo
5584,2016,Pre,59,09/01/2016,5,1275,10:14,NO 48,2,Punt,NO,NO-BLT,6 - 3,"(10:14) T.Morstead punts 43 yards to BLT 9, Center-J.Drescher, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,59,1275,2016-59-1275,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
5585,2016,Pre,59,09/01/2016,5,1872,01:55,NO 15,2,Punt,NO,NO-BLT,6 - 13,"(1:55) (Punt formation) T.Morstead punts 59 yards to BLT 26, Center-J.Drescher. M.Campanaro to BLT 35 for 9 yards (E.Harris).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 9 yard,9.0,0.0,2016,59,1872,2016-59-1872,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5586,2016,Pre,59,09/01/2016,5,2734,06:09,NO 42,3,Punt,BLT,NO-BLT,6 - 16,"(6:09) S.Koch punts 39 yards to NO 3, Center-M.Cox, downed by BLT-C.Byndom.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,0.0,2016,59,2734,2016-59-2734,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
5587,2016,Pre,60,09/01/2016,5,1026,13:57,DET 13,2,Punt,DET,DET-BUF,10 - 0,"(13:57) S.Martin punts 57 yards to BUF 30, Center-D.Muhlbach, fair catch by G.Salas.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,60,1026,2016-60-1026,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
5588,2016,Pre,60,09/01/2016,5,1108,11:48,BUF 14,2,Punt,BUF,DET-BUF,10 - 0,"(11:48) C.Schmidt punts 45 yards to DET 41, Center-G.Sanborn, out of bounds. PENALTY on DET-J.DiManche, Offensive Holding, 10 yards, enforced at DET 41.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,60,1108,2016-60-1108,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5574,2016,Pre,46,08/27/2016,4,681,02:27,IND 40,1,Punt,IND,IND-PHI,3 - 3,"(2:27) (Punt formation) P.McAfee punts 60 yards to end zone, Center-M.Overton, Touchback. PENALTY on IND-M.Overton, Offensive Holding, 10 yards, enforced at IND 40 - No Play.",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,46,681,2016-46-681,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5573,2016,Pre,46,08/27/2016,4,119,13:06,IND 18,1,Punt,IND,IND-PHI,0 - 0,"(13:06) (Punt formation) P.McAfee punts 62 yards to PHI 20, Center-M.Overton, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,46,119,2016-46-119,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
5572,2016,Pre,45,08/27/2016,4,4505,00:20,NYG 49,4,Punt,NYG,NYJ-NYG,20 - 21,"(:20) B.Wing punts 35 yards to NYJ 16, Center-T.Ott, downed by NYG-T.King.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,0.0,2016,45,4505,2016-45-4505,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
5571,2016,Pre,45,08/27/2016,4,2721,04:29,NYG 22,3,Punt,NYG,NYJ-NYG,10 - 0,"(4:29) B.Wing punts 53 yards to NYJ 25, Center-Z.DeOssie. J.Ross to NYJ 33 for 8 yards (Z.DeOssie; J.Adams).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 8 yard,8.0,0.0,2016,45,2721,2016-45-2721,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5570,2016,Pre,45,08/27/2016,4,2493,07:32,NYG 7,3,Punt,NYG,NYJ-NYG,7 - 0,"(7:32) B.Wing punts 45 yards to NYJ 48, Center-Z.DeOssie. J.Ross to NYJ 48 for no gain (C.Taylor; J.Adams).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,2016,45,2493,2016-45-2493,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5569,2016,Pre,45,08/27/2016,4,1824,00:51,NYJ 25,2,Punt,NYJ,NYJ-NYG,7 - 0,"(:51) L.Edwards punts 56 yards to NYG 19, Center-T.Purdum. D.Harris to NYG 25 for 6 yards (R.Miles).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 6 yard,6.0,0.0,2016,45,1824,2016-45-1824,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5568,2016,Pre,45,08/27/2016,4,1677,02:47,NYG 41,2,Punt,NYG,NYJ-NYG,7 - 0,"(2:47) B.Wing punts 55 yards to NYJ 4, Center-T.Ott, downed by NYG-D.Harris.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,0.0,2016,45,1677,2016-45-1677,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
5567,2016,Pre,45,08/27/2016,4,1064,10:43,NYJ 22,2,Punt,NYJ,NYJ-NYG,0 - 0,"(10:43) L.Edwards punts 56 yards to NYG 22, Center-T.Purdum. D.Harris to NYG 26 for 4 yards (K.Davis). PENALTY on NYJ-J.Marshall, Player Out of Bounds on Punt, 5 yards, enforced at NYJ 22 - No Play.",True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,45,1064,2016-45-1064,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5566,2016,Pre,46,08/27/2016,4,2576,01:45,PHI 20,3,Punt,PHI,IND-PHI,9 - 24,"(1:45) (Punt formation) D.Jones punt is BLOCKED by J.McNary, Center-J.Dorenbos, RECOVERED by IND-J.Todman at PHI 0. TOUCHDOWN. The Replay Official reviewed the loose ball recovery ruling, and the play was Upheld. The ruling on the field stands.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0.0,0.0,2016,46,2576,2016-46-2576,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5565,2016,Pre,45,08/27/2016,4,314,09:30,NYG 39,1,Punt,NYJ,NYJ-NYG,0 - 0,"(9:30) L.Edwards punts 31 yards to NYG 8, Center-T.Purdum, downed by NYJ-B.Carter.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,0.0,2016,45,314,2016-45-314,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5564,2016,Pre,44,08/26/2016,4,3504,10:03,CAR 17,4,Punt,CAR,CAR-NE,3 - 16,"(10:03) K.Redfern punts 53 yards to NE 30, Center-J.Jansen. D.Foster pushed ob at NE 46 for 16 yards (J.Norris).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 16 yard,16.0,0.0,2016,44,3504,2016-44-3504,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5563,2016,Pre,44,08/26/2016,4,3207,00:00,CAR 30,3,Punt,CAR,CAR-NE,3 - 16,"(:00) K.Redfern punts 45 yards to NE 25, Center-J.Jansen, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,44,3207,2016-44-3207,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5562,2016,Pre,44,08/26/2016,4,2951,04:09,CAR 29,3,Punt,CAR,CAR-NE,3 - 9,"(4:09) K.Redfern punts 61 yards to NE 10, Center-J.Jansen. C.Jones to CAR 30 for 60 yards (K.Redfern).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 60 yard,60.0,0.0,2016,44,2951,2016-44-2951,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
5561,2016,Pre,44,08/26/2016,4,2733,07:01,NE 25,3,Punt,NE,CAR-NE,3 - 9,"(7:01) R.Allen punts 46 yards to CAR 29, Center-J.Cardona. D.Byrd to CAR 29 for no gain (J.Jones). PENALTY on CAR-K.Garrett, Offensive Holding, 10 yards, enforced at CAR 29.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,2016,44,2733,2016-44-2733,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
5560,2016,Pre,44,08/26/2016,4,2063,01:39,NE 17,2,Punt,NE,CAR-NE,0 - 9,"(1:39) R.Allen punts 41 yards to CAR 42, Center-J.Cardona, fair catch by D.Byrd.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,44,2063,2016-44-2063,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
5559,2016,Pre,44,08/26/2016,4,785,04:54,NE 28,1,Punt,NE,CAR-NE,0 - 0,"(4:54) R.Allen punts 50 yards to CAR 22, Center-J.Cardona. T.Ginn pushed ob at CAR 25 for 3 yards (B.Bolden). PENALTY on CAR-J.Bradberry, Illegal Block Above the Waist, 9 yards, enforced at CAR 18.",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,44,785,2016-44-785,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
6112,2017,Reg,500,10/22/2017,7,589,03:50,PIT 14,1,Punt,PIT,PIT-CIN,7 - 0,"(3:50) (Punt formation) J.Berry punts 39 yards to CIN 47, Center-K.Canaday, fair catch by A.Erickson.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2017,500,589,2017-500-589,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5589,2016,Pre,60,09/01/2016,5,2272,10:28,DET 32,3,Punt,DET,DET-BUF,17 - 0,"(10:28) S.Martin punts 45 yards to BUF 23, Center-D.Muhlbach. W.Powell to BUF 25 for 2 yards (A.Barnes). PENALTY on DET-O.Charles, Ineligible Downfield Kick, 5 yards, enforced at BUF 25.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,60,2272,2016-60-2272,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,1,0,1,1,0,1,1
5590,2016,Pre,58,08/31/2016,5,841,14:54,TB 13,2,Punt,TB,TB-WAS,0 - 3,"(14:54) (Punt formation) B.Anger punts 51 yards to WAS 36, Center-A.DePaola. R.Ross to WAS 43 for 7 yards (H.Jones).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 7 yard,7.0,0.0,2016,58,841,2016-58-841,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5591,2016,Pre,60,09/01/2016,5,2605,06:46,DET 50,3,Punt,BUF,DET-BUF,17 - 0,"(6:46) C.Schmidt punts 29 yards to DET 21, Center-G.Sanborn, fair catch by J.Billingsley.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,60,2605,2016-60-2605,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5608,2016,Pre,54,09/01/2016,5,3422,02:51,PIT 13,4,Punt,PIT,CAR-PIT,18 - 6,"(2:51) J.Berry punts 38 yards to CAR 49, Center-G.Warren, fair catch by B.Bersin.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,54,3422,2016-54-3422,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5622,2016,Pre,57,09/01/2016,5,2568,01:37,MIA 41,3,Punt,TEN,MIA-TEN,10 - 21,"(1:37) (Punt formation) B.Kern punts 32 yards to MIA 9, Center-B.Brinkley, fair catch by G.Whalen.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,57,2568,2016-57-2568,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5621,2016,Pre,57,09/01/2016,5,2121,12:32,TEN 32,3,Punt,TEN,MIA-TEN,7 - 21,"(12:32) (Punt formation) B.Kern punts 68 yards to end zone, Center-B.Brinkley, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,57,2121,2016-57-2121,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5620,2016,Pre,57,09/01/2016,5,1879,00:59,MIA 44,2,Punt,MIA,MIA-TEN,7 - 21,"(:59) (Punt formation) M.Darr punts 42 yards to TEN 14, Center-J.Denney. K.Reed to TEN 21 for 7 yards (Dan.Thomas). FUMBLES (Dan.Thomas), RECOVERED by MIA-J.Denney at TEN 23. J.Denney to TEN 23 for no gain (K.Byard).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.0,0.0,2016,57,1879,2016-57-1879,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5619,2016,Pre,56,09/01/2016,5,2872,13:27,SEA 26,4,Punt,SEA,OAK-SEA,8 - 3,"(13:27) J.Ryan punts 58 yards to OAK 16, Center-N.Frese. J.Mickens to OAK 28 for 12 yards (B.Bryant; S.Longa).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 12 yard,12.0,0.0,2016,56,2872,2016-56-2872,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5618,2016,Pre,56,09/01/2016,5,2597,02:24,SEA 7,3,Punt,SEA,OAK-SEA,5 - 3,"(2:24) J.Ryan punts 45 yards to OAK 48, Center-N.Frese. D.Washington to SEA 41 for 11 yards (K.Lambert, A.Goodley).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 11 yard,11.0,0.0,2016,56,2597,2016-56-2597,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5617,2016,Pre,56,09/01/2016,5,1598,01:39,OAK 47,2,Punt,OAK,OAK-SEA,2 - 0,"(1:39) M.King punts 42 yards to SEA 11, impetus ends at SEA 11, Center-J.Condo, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,56,1598,2016-56-1598,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
5616,2016,Pre,56,09/01/2016,5,1288,06:40,OAK 40,2,Punt,OAK,OAK-SEA,0 - 0,"(6:40) M.King punts 52 yards to SEA 8, Center-J.Condo, fair catch by T.Lockett.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,56,1288,2016-56-1288,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
5615,2016,Pre,56,09/01/2016,5,1259,06:46,OAK 45,2,Punt,OAK,OAK-SEA,0 - 0,"(6:46) M.King punts 49 yards to SEA 6, Center-J.Condo, out of bounds. PENALTY on OAK-C.James, Ineligible Downfield Kick, 5 yards, enforced at OAK 45 - No Play.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,56,1259,2016-56-1259,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
5614,2016,Pre,57,09/01/2016,5,3142,04:59,TEN 39,4,Punt,TEN,MIA-TEN,10 - 21,"(4:59) (Punt formation) B.Kern punts 61 yards to end zone, Center-B.Brinkley, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,57,3142,2016-57-3142,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5613,2016,Pre,56,09/01/2016,5,841,15:00,OAK 43,2,Punt,SEA,OAK-SEA,0 - 0,"(15:00) J.Ryan punts 37 yards to OAK 6, Center-N.Frese, fair catch by D.Washington.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,56,841,2016-56-841,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
5612,2016,Pre,56,09/01/2016,5,476,07:07,SEA 21,1,Punt,SEA,OAK-SEA,0 - 0,"(7:07) J.Ryan punts 45 yards to OAK 34, Center-N.Frese. D.Washington to OAK 37 for 3 yards (C.Prosise). PENALTY on OAK-K.Durden, Offensive Holding, 10 yards, enforced at OAK 34.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,56,476,2016-56-476,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
