,season_year,gamekey,playid,gsisid,time,x,y,dis,o,dir,event,number,position,role,generalized_role,punting_returning_team,gsisid_injured,player_activity_derived,turnover_related,primary_impact_type,primary_partner_gsisid,primary_partner_activity_derived,friendly_fire,ball_snap,line_set,penalty_flag,play_submit,punt,punt_play,punt_received,tackle,mph,injured_player,primary_partner_player,left_to_right
5168,2016,5,3129,32519.0,2016-08-12 02:07:38.300,81.30000305175781,23.819999694824208,0.41999998688697815,1.559999942779541,121.62999725341795,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,8.590908841779097,False,False,False
5169,2016,5,3129,32519.0,2016-08-12 02:07:38.400,81.66000366210938,23.729999542236328,0.3700000047683716,359.80999755859375,123.76000213623048,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,7.5681819325348725,False,False,False
5170,2016,5,3129,32519.0,2016-08-12 02:07:38.500,81.93000030517578,23.670000076293945,0.2800000011920929,359.1700134277344,127.52999877929688,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.727272764383718,False,False,False
5171,2016,5,3129,32519.0,2016-08-12 02:07:38.600,82.0999984741211,23.6200008392334,0.18000000715255735,359.2699890136719,133.30999755859378,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.6818183363023094,False,False,False
5172,2016,5,3129,32519.0,2016-08-12 02:07:38.700,82.22000122070312,23.569999694824208,0.119999997317791,0.4000000059604645,140.77000427246094,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.4545454051366336,False,False,False
5174,2016,5,3129,32519.0,2016-08-12 02:07:39.100,82.12000274658203,23.15999984741211,0.14000000059604645,8.720000267028809,195.58999633789062,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.863636382191859,False,False,False
5175,2016,5,3129,32519.0,2016-08-12 02:07:39.200,82.02999877929686,22.979999542236328,0.20999999344348907,12.960000038146973,206.69999694824216,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,4.295454420889548,False,False,False
5176,2016,5,3129,32519.0,2016-08-12 02:07:39.300,81.88999938964845,22.739999771118164,0.2700000107288361,17.899999618530273,214.8000030517578,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.522727504453466,False,False,False
5177,2016,5,3129,32519.0,2016-08-12 02:07:39.400,81.70999908447266,22.53000068664551,0.2800000011920929,22.610000610351573,220.07000732421875,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.727272764383718,False,False,False
5178,2016,5,3129,32519.0,2016-08-12 02:07:39.500,81.5,22.309999465942386,0.30000001192092896,25.540000915527344,223.6199951171875,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,6.136363893837183,False,False,False
5179,2016,5,3129,32519.0,2016-08-12 02:07:41.500,73.1500015258789,14.8100004196167,0.5600000023841858,349.2699890136719,237.3500061035156,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,11.454545528767436,False,False,False
5194,2016,5,3129,32519.0,2016-08-12 02:07:37.400,78.41000366210938,25.20000076293945,0.18000000715255735,59.38999938964844,122.90000152587892,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.6818183363023094,False,False,False
5195,2016,5,3129,32519.0,2016-08-12 02:07:37.500,78.51000213623048,25.0,0.2300000041723252,52.5,119.79000091552734,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,4.704545550343015,False,False,False
5196,2016,5,3129,32519.0,2016-08-12 02:07:37.600,78.69999694824219,24.84000015258789,0.25,45.06999969482422,117.95999908447266,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.113636375,False,False,False
5197,2016,5,3129,32519.0,2016-08-12 02:07:37.700,78.95999908447266,24.709999084472656,0.2899999916553497,37.599998474121094,117.06999969482422,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.93181802431397,False,False,False
5198,2016,5,3129,32519.0,2016-08-12 02:07:37.800,79.26000213623048,24.540000915527344,0.3499999940395355,30.229999542236328,116.75,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,7.1590908030814076,False,False,False
5199,2016,5,3129,32519.0,2016-08-12 02:07:37.900,79.63999938964845,24.34000015258789,0.41999998688697815,22.88999938964844,117.11000061035156,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,8.590908841779097,False,False,False
5200,2016,5,3129,32519.0,2016-08-12 02:07:38.000,80.06999969482422,24.18000030517578,0.4600000083446503,15.720000267028807,118.2699966430664,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,9.409091100686028,False,False,False
5201,2016,5,3129,32519.0,2016-08-12 02:07:42.400,68.05999755859375,12.949999809265135,0.6700000166893005,233.6000061035156,258.42999267578125,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,13.704545826372057,False,False,False
5202,2016,5,3129,32519.0,2016-08-12 02:07:38.800,82.26000213623048,23.5,0.07999999821186066,1.8600000143051147,151.85000610351562,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,1.6363636034244222,False,False,False
5203,2016,5,3129,32519.0,2016-08-12 02:07:38.900,82.23000335693358,23.40999984741211,0.10000000149011612,3.5199999809265137,167.00999450683594,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.045454580479648,False,False,False
5204,2016,5,3129,32519.0,2016-08-12 02:07:43.500,59.7400016784668,12.43000030517578,0.8399999737739563,194.0,267.27999877929693,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.181817683558194,False,False,False
5205,2016,5,3129,32519.0,2016-08-12 02:07:43.600,58.88000106811523,12.399999618530273,0.8600000143051147,192.7100067138672,267.67999267578125,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.590909422604618,False,False,False
5206,2016,5,3129,32519.0,2016-08-12 02:07:43.700,58.02000045776367,12.369999885559082,0.8600000143051147,190.5200042724609,268.23001098632807,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.590909422604618,False,False,False
5207,2016,5,3129,32519.0,2016-08-12 02:07:43.800,57.1500015258789,12.340000152587892,0.8600000143051147,189.57000732421875,268.45001220703125,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.590909422604618,False,False,False
5208,2016,5,3129,32519.0,2016-08-12 02:07:43.900,56.290000915527344,12.3100004196167,0.8600000143051147,189.0500030517578,268.95001220703125,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.590909422604618,False,False,False
5209,2016,5,3129,32519.0,2016-08-12 02:07:41.600,72.6500015258789,14.470000267028807,0.6000000238418579,324.2699890136719,239.63999938964844,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.272727787674366,False,False,False
5210,2016,5,3129,32519.0,2016-08-12 02:07:41.700,72.11000061035155,14.140000343322756,0.6299999952316284,306.3900146484375,242.3300018310547,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.886363567465125,False,False,False
5211,2016,5,3129,32519.0,2016-08-12 02:07:41.800,71.5999984741211,13.859999656677244,0.5799999833106994,294.20001220703125,244.8300018310547,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,11.86363604862794,False,False,False
5212,2016,5,3129,32519.0,2016-08-12 02:07:41.900,71.08999633789062,13.640000343322756,0.5600000023841858,283.57000732421875,247.17999267578125,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,11.454545528767436,False,False,False
5213,2016,5,3129,32519.0,2016-08-12 02:07:42.000,70.55000305175781,13.4399995803833,0.5699999928474426,272.33999633789057,249.75999450683602,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,11.65909078869769,False,False,False
5214,2016,5,3129,32519.0,2016-08-12 02:07:42.100,69.97000122070314,13.270000457763672,0.6100000143051147,260.82000732421875,252.3999938964844,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.47727304760462,False,False,False
5215,2016,5,3129,32519.0,2016-08-12 02:07:42.200,69.34999847412111,13.119999885559082,0.6399999856948853,249.92999267578125,254.88999938964844,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,13.090908827395378,False,False,False
5217,2016,5,3129,32519.0,2016-08-12 02:07:37.100,78.47000122070312,25.43000030517578,0.019999999552965164,71.66999816894531,136.19999694824222,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,0.40909090085610555,False,False,False
5218,2016,5,3129,32519.0,2016-08-12 02:07:45.300,45.36999893188477,12.789999961853027,0.699999988079071,214.3699951171875,283.19000244140625,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.318181606162815,False,False,False
5219,2016,5,3129,32519.0,2016-08-12 02:07:45.400,44.70000076293945,12.9399995803833,0.6899999976158142,219.33999633789062,284.8299865722656,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.113636346232562,False,False,False
5220,2016,5,3129,32519.0,2016-08-12 02:07:45.500,44.040000915527344,13.090000152587892,0.6800000071525574,224.8600006103516,285.8399963378906,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,13.90909108630231,False,False,False
5221,2016,5,3129,32519.0,2016-08-12 02:07:45.600,43.25,13.279999732971193,0.8100000023841859,227.7899932861328,287.3999938964844,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.56818190376744,False,False,False
5222,2016,5,3129,32519.0,2016-08-12 02:07:45.700,42.52000045776367,13.460000038146973,0.75,231.13999938964844,288.8699951171875,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.340909125,False,False,False
5223,2016,5,3129,32519.0,2016-08-12 02:07:45.800,41.93999862670898,13.640000343322756,0.6100000143051147,232.8699951171875,290.92999267578125,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,12.47727304760462,False,False,False
5226,2016,5,3129,32519.0,2016-08-12 02:07:44.400,52.1500015258789,12.210000038146973,0.8199999928474426,187.66000366210938,271.5599975585937,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.772727163697688,False,False,False
5227,2016,5,3129,32519.0,2016-08-12 02:07:44.500,51.33000183105469,12.239999771118164,0.8100000023841859,189.6000061035156,272.3099975585937,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.56818190376744,False,False,False
5228,2016,5,3129,32519.0,2016-08-12 02:07:44.600,50.52999877929688,12.270000457763672,0.8000000119209291,190.6499938964844,273.01998901367193,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.363636643837186,False,False,False
5229,2016,5,3129,32519.0,2016-08-12 02:07:44.700,49.72999954223633,12.289999961853027,0.8000000119209291,193.3800048828125,273.94000244140625,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.363636643837186,False,False,False
5230,2016,5,3129,32519.0,2016-08-12 02:07:44.800,48.959999084472656,12.31999969482422,0.7699999809265136,194.8800048828125,275.39999389648443,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.749999644860502,False,False,False
5231,2016,5,3129,32519.0,2016-08-12 02:07:44.900,48.20000076293945,12.369999885559082,0.7599999904632568,198.0399932861328,276.54000854492193,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.545454384930252,False,False,False
5232,2016,5,3129,32519.0,2016-08-12 02:07:42.500,67.34999847412111,12.869999885559082,0.7099999785423279,227.19999694824216,260.04000854492193,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.522726866093068,False,False,False
5233,2016,5,3129,32519.0,2016-08-12 02:07:42.600,66.62000274658203,12.829999923706055,0.7400000095367428,220.91000366210938,261.45001220703125,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.13636386506974,False,False,False
5234,2016,5,3129,32519.0,2016-08-12 02:07:42.700,65.91000366210939,12.75,0.7099999785423279,215.08999633789062,262.79000854492193,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.522726866093068,False,False,False
5235,2016,5,3129,32519.0,2016-08-12 02:07:42.800,65.19999694824217,12.670000076293945,0.7099999785423279,210.97999572753903,263.75,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.522726866093068,False,False,False
5236,2016,5,3129,32519.0,2016-08-12 02:07:42.900,64.45999908447266,12.630000114440918,0.75,206.3500061035156,264.66000366210943,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.340909125,False,False,False
5237,2016,5,3129,32519.0,2016-08-12 02:07:43.000,63.66999816894531,12.579999923706055,0.7900000214576722,201.9900054931641,265.3900146484375,,41,LB,PDR3,Defensive_Lineman,Returning_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.159091383906933,False,False,False
